policy_id,make,model,year,mileage,engine_size,fuel_type,transmission,safety_features,vehicle_value,driver_age,license_years,credit_score,province,urban,accidents,claims,traffic_violations,risk_score,risk_tier,approval_status,annual_premium,claim_probability,claim_amount
POL002436,Mitsubishi,Outlander,2024,272677,3.3,Diesel,Automatic,4,10971.69012,22,3,700,Mashonaland Central,FALSE,1,1,0,10,Low,Approved,455.74,0.0667,0
POL002437,Hyundai,Tucson,2010,282609,3.3,Diesel,Automatic,4,1181.917352,46,27,549,Manicaland,FALSE,3,0,3,15.75327,Low,Approved,46.78,0.105,0
POL002438,Isuzu,KB,2012,181026,3.3,Petrol,Manual,4,1222.457023,46,23,768,Mashonaland East,FALSE,1,1,2,11.20578,Low,Approved,46.63,0.0747,0
POL002439,Nissan,X-Trail,2012,261368,1.9,Diesel,Automatic,6,1350.159354,43,22,816,Mashonaland East,FALSE,0,0,2,13.09104,Low,Approved,51.09,0.0873,0
POL002440,Isuzu,MU-X,2009,114700,2.9,Petrol,Automatic,1,1138.099489,75,52,511,Bulawayo,TRUE,3,1,4,11.841,Low,Approved,45.22,0.0789,0
POL002441,Toyota,Corolla,2008,284975,1.6,Diesel,Automatic,6,1091.338812,60,37,398,Matabeleland South,FALSE,0,0,3,15.74925,Low,Approved,42.81,0.105,0
POL002442,Toyota,Corolla,2018,226970,1.3,Petrol,Automatic,5,6819.442951,51,28,674,Mashonaland Central,FALSE,0,0,2,10,Low,Approved,260.56,0.0667,0
POL002443,Mazda,3,2008,54412,1.9,Diesel,Manual,1,1416.153079,55,37,322,Masvingo,FALSE,3,0,4,10.40736,Low,Approved,55.74,0.0694,0
POL002444,Volkswagen,Tiguan,2014,36249,1.7,Petrol,Automatic,4,2084.701692,59,40,446,Mashonaland East,FALSE,3,2,5,10,Low,Approved,85.14,0.0667,0
POL002445,BMW,X5,2005,293495,3.5,Diesel,Manual,6,959.5796404,68,49,645,Harare,TRUE,3,0,0,17.65485,Low,Approved,38.51,0.1177,0
POL002446,Nissan,Sunny,2010,265266,3.3,Petrol,Manual,2,1325.458076,74,52,365,Harare,TRUE,3,2,2,15.45798,Low,Approved,54.63,0.1031,0
POL002447,Mitsubishi,L200,2012,201172,1.1,Diesel,Manual,5,955.7657574,43,21,467,Bulawayo,TRUE,2,0,3,12.11016,Low,Approved,45.87,0.0807,0
POL002448,Mazda,Demio,2009,242700,1.2,Hybrid,Automatic,5,910.7341835,57,39,458,Harare,TRUE,0,0,5,14.556,Low,Approved,41.39,0.097,0
POL002449,Toyota,Land Cruiser,2025,97941,3.5,Hybrid,Manual,3,18122.99315,38,15,759,Midlands,FALSE,1,0,1,10,Low,Approved,676.82,0.0667,0
POL002450,Nissan,Sunny,2020,85046,2.5,Diesel,Automatic,2,11204.44305,60,37,478,Mashonaland West,FALSE,3,0,0,10,Low,Approved,524.96,0.0667,0
POL002451,Mazda,BT-50,2010,197847,1.7,Petrol,Manual,3,1116.604541,35,14,353,Harare,TRUE,3,2,4,13.58541,Low,Approved,45.92,0.0906,0
POL002452,Mercedes,E-Class,2013,220530,3.5,Diesel,Manual,3,1115.685488,58,35,674,Harare,TRUE,2,1,4,12.6909,Low,Approved,46.58,0.0846,0
POL002453,Toyota,Hilux,2010,248675,3.4,Petrol,Automatic,1,1166.28043,27,9,379,Mashonaland Central,FALSE,2,2,5,15.26025,Low,Approved,46.65,0.1017,0
POL002454,Mazda,CX-5,2022,201481,2.7,Diesel,Manual,1,8840.190064,23,3,715,Harare,TRUE,0,0,5,10,Low,Approved,365.62,0.0667,0
POL002455,Mazda,BT-50,2020,8740,3.1,Diesel,Automatic,2,9976.834108,42,24,512,Bulawayo,TRUE,3,2,2,10,Low,Approved,406.54,0.0667,0
POL002456,Mazda,CX-5,2022,203778,1.2,Petrol,Automatic,2,8784.76949,22,1,387,Matabeleland North,FALSE,1,0,4,10,Low,Approved,389.26,0.0667,0
POL002457,Ford,Ranger,2015,62742,2.5,Hybrid,Automatic,5,2265.988021,75,52,311,Harare,TRUE,2,1,3,10,Low,Approved,105.64,0.0667,0
POL002458,BMW,3 Series,2012,123400,1.9,Hybrid,Automatic,4,1379.864835,33,13,486,Mashonaland East,FALSE,0,0,5,10,Low,Approved,60.11,0.0667,0
POL002459,Honda,Accord,2010,56283,1.1,Diesel,Manual,6,1154.058829,28,8,471,Mashonaland Central,FALSE,2,1,3,10,Low,Approved,45.64,0.0667,0
POL002460,Ford,Ranger,2014,251844,1.2,Hybrid,Automatic,2,1407.028401,49,26,805,Mashonaland West,FALSE,2,1,0,12.65532,Low,Approved,65.07,0.0844,0
POL002461,Mitsubishi,Outlander,2009,65474,2,Diesel,Automatic,4,1482.482704,38,20,395,Bulawayo,TRUE,2,0,5,10,Low,Approved,62.14,0.0667,0
POL002462,Volkswagen,Amarok,2016,195977,3.2,Diesel,Manual,2,3173.915868,61,42,754,Bulawayo,TRUE,3,2,2,10.67931,Low,Approved,128.27,0.0712,0
POL002463,Toyota,Land Cruiser,2013,173388,1.8,Hybrid,Automatic,5,1111.130268,65,47,496,Mashonaland East,FALSE,0,0,5,10.60164,Low,Approved,48.72,0.0707,0
POL002464,Isuzu,KB,2023,246962,1.1,Petrol,Automatic,6,14375.11698,25,7,428,Matabeleland North,FALSE,1,1,1,10,Low,Approved,683.03,0.0667,0
POL002465,Kia,Sportage,2011,90109,1.1,Diesel,Manual,4,1252.27879,40,19,565,Harare,TRUE,0,0,4,10,Low,Approved,50.29,0.0667,0
POL002466,Kia,Picanto,2015,157446,3.1,Diesel,Automatic,6,3447.854267,46,24,452,Mashonaland East,FALSE,0,0,3,10,Low,Approved,148.12,0.0667,0
POL002467,Volkswagen,Polo,2016,41551,3.1,Hybrid,Manual,3,4793.34263,60,39,746,Manicaland,FALSE,2,2,1,10,Low,Approved,177.43,0.0667,0
POL002468,Toyota,Land Cruiser,2016,71215,2.9,Petrol,Manual,5,4439.513027,21,2,830,Midlands,FALSE,2,0,5,10,Low,Approved,184.74,0.0667,0
POL002469,Mazda,BT-50,2012,209949,1.8,Petrol,Manual,3,1154.812853,38,19,539,Bulawayo,TRUE,3,1,4,13.04847,Low,Approved,53.78,0.087,143
POL002470,BMW,5 Series,2022,55398,2.7,Diesel,Manual,6,8778.323409,32,9,597,Masvingo,FALSE,1,1,0,10,Low,Approved,369.18,0.0667,3928
POL002471,Hyundai,Santa Fe,2024,258509,2.3,Hybrid,Manual,6,12424.90768,25,3,839,Mashonaland Central,FALSE,0,0,0,10,Low,Approved,516.43,0.0667,0
POL002472,Ford,Focus,2010,165663,3.1,Diesel,Automatic,3,1321.280632,41,18,780,Mashonaland Central,FALSE,3,2,3,12.39489,Low,Approved,47.93,0.0826,0
POL002473,Mitsubishi,L200,2021,195218,3.1,Petrol,Manual,3,7582.833828,18,0,519,Matabeleland North,FALSE,0,0,5,10,Low,Approved,350.09,0.0667,0
POL002474,Mitsubishi,Outlander,2011,145858,2.6,Hybrid,Automatic,5,912.7476737,64,41,662,Harare,TRUE,2,1,4,11.05074,Low,Approved,37.38,0.0737,262
POL002475,Volkswagen,Polo,2013,213782,2.3,Diesel,Automatic,6,1427.258311,56,33,476,Mashonaland East,FALSE,0,0,5,11.66346,Low,Approved,52.46,0.0778,0
POL002476,Ford,Ranger,2005,204874,1.4,Diesel,Automatic,5,1486.244781,65,42,355,Masvingo,FALSE,1,0,0,14.62122,Low,Approved,55.29,0.0975,0
POL002477,Nissan,Patrol,2007,179187,2.5,Diesel,Automatic,2,1044.850074,23,4,637,Masvingo,FALSE,3,1,1,14.15061,Low,Approved,40.51,0.0943,0
POL002478,Volkswagen,Polo,2009,185372,3.4,Diesel,Automatic,4,1004.91789,47,24,418,Mashonaland East,FALSE,0,0,2,12.46116,Low,Approved,42.54,0.0831,0
POL002479,Volkswagen,Tiguan,2019,80483,1.5,Diesel,Automatic,6,7450.839763,34,15,403,Mashonaland East,FALSE,1,0,4,10,Low,Approved,283.29,0.0667,3843
POL002480,Isuzu,KB,2022,198785,2.6,Diesel,Automatic,5,12087.15071,36,17,650,Harare,TRUE,2,2,1,10,Low,Approved,549.18,0.0667,0
POL002481,BMW,3 Series,2005,6145,3.2,Hybrid,Manual,6,1409.031709,61,39,803,Matabeleland North,FALSE,3,1,2,10,Low,Approved,68.49,0.0667,0
POL002482,Isuzu,MU-X,2014,242938,1.4,Petrol,Manual,6,1974.132365,22,3,452,Bulawayo,TRUE,1,1,0,11.86314,Low,Approved,79.95,0.0791,0
POL002483,Nissan,X-Trail,2005,113777,1.1,Petrol,Manual,3,1012.634313,66,43,345,Manicaland,FALSE,2,1,4,13.01331,Low,Approved,38.71,0.0868,0
POL002484,Ford,Ranger,2020,115692,1.3,Diesel,Automatic,2,10178.36099,20,0,795,Mashonaland Central,FALSE,2,2,3,10,Low,Approved,371.24,0.0667,0
POL002485,Volkswagen,Amarok,2016,113632,2.5,Petrol,Automatic,4,3048.065923,51,31,750,Matabeleland South,FALSE,1,1,4,10,Low,Approved,113.86,0.0667,0
POL002486,Nissan,Patrol,2008,102414,1.4,Petrol,Automatic,5,1497.308241,56,37,757,Bulawayo,TRUE,2,0,4,11.09742,Low,Approved,62.35,0.074,0
POL002487,Mitsubishi,L200,2017,290456,2.4,Diesel,Automatic,2,5039.52937,35,12,748,Mashonaland Central,FALSE,0,0,1,12.16368,Low,Approved,213.39,0.0811,0
POL002488,Kia,Sorento,2007,144766,2,Hybrid,Manual,3,1085.151829,46,25,315,Harare,TRUE,2,0,2,12.81798,Low,Approved,46.05,0.0855,0
POL002489,Mitsubishi,Pajero,2019,143307,2.4,Petrol,Automatic,5,5718.711265,53,34,537,Matabeleland South,FALSE,2,0,1,10,Low,Approved,239.23,0.0667,0
POL002490,Isuzu,KB,2007,295106,2.9,Hybrid,Manual,6,1112.464027,47,29,680,Masvingo,FALSE,2,0,2,16.80318,Low,Approved,47.92,0.112,0
POL002491,Mazda,CX-5,2024,238962,2.9,Diesel,Manual,4,14447.36207,49,31,711,Mashonaland Central,FALSE,1,0,0,10,Low,Approved,586.34,0.0667,0
POL002492,Volkswagen,Tiguan,2023,59710,3.5,Hybrid,Manual,6,10403.88195,56,37,801,Mashonaland Central,FALSE,0,0,2,10,Low,Approved,431.57,0.0667,0
POL002493,Isuzu,MU-X,2023,249586,1,Diesel,Manual,5,12888.43653,31,13,724,Bulawayo,TRUE,1,0,0,10,Low,Approved,542.91,0.0667,0
POL002494,Mitsubishi,Pajero,2024,254989,1.4,Petrol,Manual,2,15421.50312,46,23,605,Manicaland,FALSE,2,1,4,10,Low,Approved,588.49,0.0667,0
POL002495,Honda,CR-V,2015,36782,2.9,Hybrid,Automatic,5,3111.221186,19,0,524,Masvingo,FALSE,3,2,5,10,Low,Approved,114.98,0.0667,1292
POL002496,Honda,Fit,2006,186185,2.2,Petrol,Automatic,3,1317.194036,62,42,311,Matabeleland South,FALSE,0,0,4,14.28555,Low,Approved,55.36,0.0952,0
POL002497,Mercedes,GLE,2017,173733,2.1,Diesel,Automatic,6,5047.304896,36,17,334,Mashonaland West,FALSE,3,0,5,10,Low,Approved,250.94,0.0667,0
POL002498,BMW,5 Series,2012,258936,3,Hybrid,Automatic,5,1372.238321,21,3,703,Matabeleland North,FALSE,4,2,5,14.81808,Low,Approved,65.39,0.0988,1080
POL002499,Nissan,X-Trail,2017,46124,1.8,Petrol,Manual,6,6898.434822,21,0,790,Harare,TRUE,0,0,2,10,Low,Approved,331.06,0.0667,0
POL002500,Mitsubishi,L200,2025,30702,1,Hybrid,Automatic,1,12908.79895,44,24,667,Mashonaland East,FALSE,3,1,4,10,Low,Approved,546.5,0.0667,0
POL002501,Mitsubishi,L200,2014,94336,1.9,Petrol,Manual,5,1797.951245,27,7,705,Masvingo,FALSE,1,1,3,10,Low,Approved,70.8,0.0667,0
POL002502,Mazda,Demio,2010,178749,2.8,Petrol,Automatic,2,1300.552533,24,3,661,Manicaland,FALSE,2,0,4,12.93747,Low,Approved,53.84,0.0862,0
POL002503,BMW,X5,2016,130967,1.3,Petrol,Manual,1,4588.179303,34,16,743,Mashonaland East,FALSE,3,1,5,10,Low,Approved,189.45,0.0667,0
POL002504,Nissan,Navara,2018,86951,2.8,Petrol,Manual,4,7808.367299,28,8,614,Masvingo,FALSE,0,0,4,10,Low,Approved,296.97,0.0667,0
POL002505,Mercedes,A-Class,2016,196613,2.9,Diesel,Manual,6,3645.554588,60,38,533,Manicaland,FALSE,0,0,1,10,Low,Approved,156.44,0.0667,0
POL002506,Ford,Focus,2010,87375,3,Diesel,Manual,5,955.3901272,72,52,606,Matabeleland South,FALSE,2,0,0,10,Low,Approved,38.78,0.0667,0
POL002507,BMW,5 Series,2013,128012,3.2,Diesel,Manual,5,1344.870467,69,47,806,Matabeleland South,FALSE,0,0,3,10,Low,Approved,56.51,0.0667,0
POL002508,Kia,Picanto,2010,224184,3,Diesel,Automatic,4,1218.678542,38,19,580,Manicaland,FALSE,2,0,4,13.92552,Low,Approved,44.84,0.0928,0
POL002509,Nissan,Patrol,2021,287186,2.4,Hybrid,Manual,4,14117.19584,45,24,709,Harare,TRUE,0,0,0,10,Low,Approved,633.75,0.0667,0
POL002510,Honda,Accord,2017,71154,1.9,Diesel,Automatic,4,5016.112087,55,34,315,Matabeleland South,FALSE,2,1,3,10,Low,Approved,193.36,0.0667,0
POL002511,Kia,Sorento,2005,233626,2.8,Diesel,Manual,4,927.8448954,37,17,756,Matabeleland North,FALSE,3,0,2,16.38378,Low,Approved,41.45,0.1092,0
POL002512,Isuzu,D-Max,2021,196464,3.5,Petrol,Automatic,3,9148.312544,36,16,588,Harare,TRUE,2,1,2,10,Low,Approved,372.91,0.0667,0
POL002513,Kia,Sportage,2010,140442,3.4,Hybrid,Manual,3,1101.979278,39,16,784,Masvingo,FALSE,3,0,1,11.33826,Low,Approved,46.97,0.0756,0
POL002514,Honda,Fit,2015,18833,3.5,Hybrid,Automatic,1,3147.58916,28,7,781,Manicaland,FALSE,1,1,3,10,Low,Approved,127.71,0.0667,0
POL002515,Mitsubishi,L200,2024,296148,2.5,Hybrid,Automatic,6,15774.40955,45,24,323,Mashonaland Central,FALSE,3,1,4,10,Low,Approved,636.06,0.0667,0
POL002516,Honda,Accord,2012,165553,1.7,Diesel,Manual,2,1315.178308,20,2,793,Midlands,FALSE,3,0,3,12.01659,Low,Approved,51.08,0.0801,0
POL002517,Isuzu,MU-X,2009,139243,1.3,Diesel,Automatic,4,1496.25021,54,36,414,Masvingo,FALSE,1,1,3,11.45229,Low,Approved,60.83,0.0763,1026
POL002518,Isuzu,D-Max,2015,97239,1.9,Petrol,Manual,5,2266.499194,45,23,787,Matabeleland South,FALSE,0,0,4,10,Low,Approved,90.83,0.0667,0
POL002519,Isuzu,MU-X,2024,16080,2.3,Diesel,Automatic,6,11975.35674,65,43,318,Manicaland,FALSE,1,1,2,10,Low,Approved,453.31,0.0667,0
POL002520,Mercedes,E-Class,2017,152538,1.2,Petrol,Automatic,6,4871.235737,54,31,660,Midlands,FALSE,0,0,5,10,Low,Approved,202.42,0.0667,0
POL002521,Ford,Fiesta,2017,25670,1.6,Petrol,Automatic,5,5085.886485,56,38,569,Masvingo,FALSE,2,2,2,10,Low,Approved,186.99,0.0667,0
POL002522,Honda,Fit,2019,125842,2.4,Petrol,Manual,5,9180.477221,45,22,743,Midlands,FALSE,2,0,1,10,Low,Approved,372.65,0.0667,0
POL002523,Mazda,CX-5,2010,192300,3.2,Hybrid,Automatic,5,1200.54542,42,23,785,Matabeleland North,FALSE,3,1,5,13.194,Low,Approved,56.66,0.088,0
POL002524,Volkswagen,Polo,2025,99010,3.2,Diesel,Automatic,6,16508.80782,47,25,509,Bulawayo,TRUE,3,0,2,10,Low,Approved,660.52,0.0667,0
POL002525,BMW,3 Series,2020,227570,2.1,Diesel,Manual,6,9217.530347,61,38,823,Mashonaland Central,FALSE,3,0,3,10,Low,Approved,402.19,0.0667,0
POL002526,Volkswagen,Tiguan,2007,131139,2.8,Hybrid,Automatic,2,1413.018123,45,24,469,Matabeleland South,FALSE,3,1,2,12.70917,Low,Approved,56.5,0.0847,0
POL002527,Hyundai,Tucson,2024,159436,1,Diesel,Automatic,5,12434.27154,57,36,621,Manicaland,FALSE,2,0,5,10,Low,Approved,479.14,0.0667,0
POL002528,Kia,Picanto,2024,78780,1,Petrol,Manual,1,14601.71553,18,0,404,Midlands,FALSE,0,0,4,10,Low,Approved,616.26,0.0667,0
POL002529,Volkswagen,Polo,2011,34480,3.5,Diesel,Manual,3,1162.681655,24,4,705,Mashonaland Central,FALSE,2,1,0,10,Low,Approved,42.59,0.0667,0
POL002530,Mazda,Demio,2023,20912,3.2,Hybrid,Manual,3,11464.99445,71,52,393,Mashonaland Central,FALSE,3,0,5,10,Low,Approved,416.99,0.0667,0
POL002531,Nissan,Patrol,2017,104907,1.2,Diesel,Manual,4,7943.102288,69,48,538,Harare,TRUE,1,0,5,10,Low,Approved,379.78,0.0667,0
POL002532,Isuzu,D-Max,2011,116712,1.6,Diesel,Automatic,1,1404.875738,73,55,400,Mashonaland East,FALSE,1,1,1,10.02636,Low,Approved,51.44,0.0668,0
POL002533,Mitsubishi,Outlander,2020,88514,3.4,Hybrid,Automatic,1,8276.810888,31,9,690,Mashonaland West,FALSE,3,2,4,10,Low,Approved,413.21,0.0667,6132
POL002534,BMW,X5,2017,135836,1.9,Petrol,Manual,4,4104.329372,71,49,331,Harare,TRUE,2,1,0,10,Low,Approved,165.53,0.0667,0
POL002535,Mazda,Demio,2022,176954,2.5,Diesel,Automatic,2,10845.06094,56,37,580,Matabeleland North,FALSE,4,2,3,10,Low,Approved,453.94,0.0667,0
POL002536,Mitsubishi,L200,2013,83469,1.8,Hybrid,Automatic,3,1001.484593,37,16,567,Harare,TRUE,3,2,2,10,Low,Approved,45.5,0.0667,0
POL002537,Mercedes,C-Class,2010,181952,3.1,Petrol,Automatic,4,1366.305334,24,6,607,Matabeleland South,FALSE,0,0,0,11.68356,Low,Approved,53.22,0.0779,0
POL002538,Nissan,Urvan,2010,178182,1.9,Diesel,Automatic,5,1002.24234,49,26,690,Mashonaland West,FALSE,2,0,2,12.09546,Low,Approved,44.16,0.0806,0
POL002539,Ford,EcoSport,2006,141617,2.9,Diesel,Manual,6,911.2693885,52,34,654,Harare,TRUE,0,0,0,11.97351,Low,Approved,37.91,0.0798,0
POL002540,Kia,Sorento,2020,220328,2.3,Diesel,Automatic,3,7097.671653,22,1,817,Bulawayo,TRUE,2,0,0,10,Low,Approved,308.88,0.0667,0
POL002541,Mitsubishi,Pajero,2011,10562,1.1,Petrol,Manual,2,1155.561458,54,33,457,Mashonaland Central,FALSE,3,1,3,10,Low,Approved,48.42,0.0667,0
POL002542,BMW,5 Series,2022,245642,3,Hybrid,Automatic,1,12566.63273,45,27,382,Matabeleland North,FALSE,4,0,5,10.21926,Low,Approved,582.33,0.0681,9166
POL002543,Isuzu,MU-X,2017,98857,2.3,Hybrid,Manual,4,5020.187792,51,28,738,Matabeleland North,FALSE,4,0,3,10,Low,Approved,230.38,0.0667,0
POL002544,Hyundai,Santa Fe,2020,97734,2.4,Diesel,Manual,5,10213.06213,34,15,310,Midlands,FALSE,1,0,2,10,Low,Approved,380.62,0.0667,0
POL002545,Volkswagen,Tiguan,2006,259424,2.3,Diesel,Manual,4,1446.955114,35,12,355,Matabeleland South,FALSE,0,0,5,16.48272,Low,Approved,61.01,0.1099,0
POL002546,Hyundai,Accent,2016,248963,2.6,Diesel,Automatic,1,3379.554154,67,48,650,Masvingo,FALSE,1,0,4,12.19389,Low,Approved,127.51,0.0813,0
POL002547,Toyota,Hiace,2008,25081,1.4,Diesel,Automatic,1,1409.941548,73,50,472,Harare,TRUE,3,2,1,10,Low,Approved,61.51,0.0667,0
POL002548,BMW,5 Series,2006,189414,3.2,Petrol,Manual,1,1134.855023,75,54,378,Masvingo,FALSE,3,0,4,15.35742,Low,Approved,44.54,0.1024,0
POL002549,BMW,X3,2019,207249,3.1,Petrol,Automatic,3,6527.549107,73,52,825,Matabeleland North,FALSE,3,0,0,10,Low,Approved,279.14,0.0667,0
POL002550,Ford,Focus,2024,293138,3.5,Petrol,Manual,5,11712.76834,57,36,774,Mashonaland Central,FALSE,3,0,4,10,Low,Approved,507.38,0.0667,0
POL002551,Ford,Ranger,2024,31682,2.6,Diesel,Manual,3,13512.38248,50,30,546,Midlands,FALSE,1,0,0,10,Low,Approved,516.35,0.0667,7987
POL002552,BMW,X3,2025,284803,2.5,Diesel,Automatic,4,12786.62164,73,50,550,Matabeleland North,FALSE,3,2,0,10,Low,Approved,562.62,0.0667,0
POL002553,Toyota,Rav4,2008,132182,1.1,Diesel,Automatic,2,1193.144022,51,29,324,Manicaland,FALSE,3,1,2,12.29046,Low,Approved,46.47,0.0819,0
POL002554,Toyota,Hilux,2015,31179,3.2,Petrol,Manual,4,3291.125866,48,29,820,Harare,TRUE,2,0,3,10,Low,Approved,139.23,0.0667,0
POL002555,Mitsubishi,Pajero,2009,175657,3,Diesel,Automatic,3,1088.840265,29,11,679,Manicaland,FALSE,2,0,2,12.76971,Low,Approved,46.53,0.0851,0
POL002556,Nissan,X-Trail,2015,87313,1.6,Petrol,Automatic,4,3695.143929,48,25,653,Harare,TRUE,2,0,1,10,Low,Approved,178.3,0.0667,0
POL002557,Volkswagen,Polo,2009,145107,1.2,Petrol,Manual,6,955.5528573,36,18,430,Harare,TRUE,0,0,2,11.02821,Low,Approved,43.15,0.0735,279
POL002558,BMW,X5,2015,229301,2.5,Diesel,Automatic,2,2840.863549,62,40,448,Masvingo,FALSE,2,1,1,11.67903,Low,Approved,113.88,0.0779,0
POL002559,Mazda,Demio,2007,84090,2.7,Diesel,Automatic,5,929.0622281,21,1,722,Mashonaland Central,FALSE,3,0,3,11.2977,Low,Approved,34.05,0.0753,0
POL002560,Nissan,X-Trail,2010,112575,2.5,Hybrid,Automatic,2,1287.108275,52,34,527,Masvingo,FALSE,3,2,2,10.80225,Low,Approved,55.29,0.072,0
POL002561,Mazda,3,2014,107214,1.2,Hybrid,Manual,6,2133.260476,68,48,681,Masvingo,FALSE,0,0,0,10,Low,Approved,89.67,0.0667,0
POL002562,Nissan,Sunny,2013,127007,3,Petrol,Manual,5,1230.354848,48,27,533,Mashonaland Central,FALSE,0,0,1,10,Low,Approved,44.37,0.0667,0
POL002563,Mazda,CX-5,2018,276657,2.3,Diesel,Automatic,6,6557.75156,18,0,632,Harare,TRUE,1,1,0,11.37471,Low,Approved,274.6,0.0758,2080
POL002564,Mitsubishi,L200,2013,229783,2.3,Diesel,Automatic,4,1291.3903,42,24,464,Matabeleland North,FALSE,4,1,5,13.34349,Low,Approved,60.66,0.089,0
POL002565,Mazda,3,2009,20174,1.9,Diesel,Automatic,5,934.7303592,53,31,450,Mashonaland Central,FALSE,1,0,4,10,Low,Approved,37.09,0.0667,0
POL002566,Hyundai,Santa Fe,2020,159457,2.2,Petrol,Manual,3,6908.870593,62,41,441,Bulawayo,TRUE,0,0,4,10,Low,Approved,313.73,0.0667,0
POL002567,Kia,Sorento,2019,216689,2.2,Diesel,Automatic,4,7654.394438,54,33,311,Harare,TRUE,3,1,4,10,Low,Approved,348.98,0.0667,0
POL002568,Honda,Accord,2007,29615,1.8,Diesel,Manual,2,1226.579005,35,14,630,Matabeleland South,FALSE,0,0,4,10,Low,Approved,51.77,0.0667,0
POL002569,Hyundai,Tucson,2020,154676,1.3,Diesel,Manual,1,7417.196997,20,0,363,Matabeleland South,FALSE,1,1,4,10,Low,Approved,310.03,0.0667,0
POL002570,BMW,5 Series,2017,283243,3.5,Petrol,Manual,5,4527.403966,34,13,625,Matabeleland South,FALSE,3,2,3,12.47229,Low,Approved,196.16,0.0831,0
POL002571,Mercedes,C-Class,2020,57407,1.5,Petrol,Manual,6,8305.189175,64,43,604,Harare,TRUE,2,2,4,10,Low,Approved,393.5,0.0667,0
POL002572,Kia,Sorento,2018,17738,2.3,Petrol,Automatic,4,6412.15237,59,39,546,Matabeleland North,FALSE,2,0,3,10,Low,Approved,317.19,0.0667,0
POL002573,Isuzu,D-Max,2016,47098,1.8,Hybrid,Manual,5,4940.120419,24,5,750,Mashonaland Central,FALSE,0,0,1,10,Low,Approved,216.3,0.0667,0
POL002574,Isuzu,MU-X,2015,208265,3.5,Hybrid,Manual,5,3027.295904,64,44,552,Mashonaland Central,FALSE,0,0,4,10.59795,Low,Approved,112.83,0.0707,0
POL002575,Toyota,Rav4,2005,255396,2,Diesel,Automatic,5,1085.344706,18,0,833,Mashonaland East,FALSE,3,1,0,17.11188,Low,Approved,45.71,0.1141,0
POL002576,Isuzu,KB,2012,207477,1.3,Diesel,Manual,4,1105.766789,26,6,651,Mashonaland East,FALSE,1,1,2,11.99931,Low,Approved,44.78,0.08,0
POL002577,Isuzu,D-Max,2006,98666,2.4,Petrol,Manual,2,981.1624824,63,42,783,Midlands,FALSE,2,0,3,12.10998,Low,Approved,40.55,0.0807,0
POL002578,Ford,Ranger,2018,275933,1.4,Diesel,Manual,6,6454.94768,31,12,438,Mashonaland Central,FALSE,3,0,1,11.35299,Low,Approved,250.87,0.0757,0
POL002579,Mercedes,A-Class,2020,221153,3.2,Petrol,Automatic,2,8036.938082,41,20,575,Matabeleland South,FALSE,0,0,2,10,Low,Approved,302.24,0.0667,0
POL002580,Nissan,Sunny,2007,89374,2,Diesel,Automatic,6,1119.379485,59,38,332,Harare,TRUE,0,0,3,10.40622,Low,Approved,48.39,0.0694,0
POL002581,Mercedes,C-Class,2007,232509,1.2,Petrol,Automatic,1,928.1740558,24,3,701,Mashonaland West,FALSE,3,1,2,15.97527,Low,Approved,46.41,0.1065,0
POL002582,Toyota,Hilux,2010,277067,3.2,Diesel,Automatic,6,1341.115866,49,26,605,Manicaland,FALSE,0,0,2,14.46201,Low,Approved,50.22,0.0964,0
POL002583,BMW,X3,2019,34621,2.2,Diesel,Automatic,1,7157.278474,43,23,709,Midlands,FALSE,0,0,5,10,Low,Approved,283.28,0.0667,0
POL002584,Kia,Picanto,2013,39458,3.2,Diesel,Automatic,2,1301.36737,34,16,450,Mashonaland West,FALSE,1,0,3,10,Low,Approved,55.99,0.0667,0
POL002585,Mercedes,GLE,2018,167587,3.1,Hybrid,Manual,3,5195.990369,45,22,664,Harare,TRUE,2,0,2,10,Low,Approved,228.58,0.0667,0
POL002586,Ford,Ranger,2023,220613,1,Hybrid,Manual,2,13408.71069,75,53,850,Matabeleland North,FALSE,4,1,4,10,Low,Approved,666.18,0.0667,0
POL002587,BMW,3 Series,2024,141487,2.8,Hybrid,Manual,2,16310.01462,51,28,468,Mashonaland Central,FALSE,0,0,3,10,Low,Approved,707.68,0.0667,0
POL002588,Mazda,Demio,2018,75201,2.5,Diesel,Manual,6,5636.66626,59,39,532,Mashonaland Central,FALSE,1,1,5,10,Low,Approved,216.86,0.0667,0
POL002589,Mitsubishi,L200,2010,153042,3.2,Petrol,Manual,4,1465.854998,26,6,702,Mashonaland East,FALSE,3,0,5,12.16626,Low,Approved,62.22,0.0811,0
POL002590,Ford,Ranger,2007,10333,2,Petrol,Automatic,1,1257.861957,46,24,598,Mashonaland East,FALSE,1,1,4,10,Low,Approved,46.94,0.0667,0
POL002591,Nissan,Patrol,2005,141143,1.3,Diesel,Automatic,4,1113.297538,40,18,781,Harare,TRUE,1,1,4,13.53429,Low,Approved,49.89,0.0902,613
POL002592,Isuzu,MU-X,2007,51448,1.9,Hybrid,Automatic,3,1307.128018,40,19,658,Bulawayo,TRUE,1,0,2,10,Low,Approved,54.12,0.0667,0
POL002593,Toyota,Land Cruiser,2025,274542,2.9,Diesel,Automatic,1,21959.90682,33,11,636,Midlands,FALSE,2,0,2,10,Low,Approved,954.46,0.0667,0
